# proteinId	labelId
ENSDARP00000024612	macro-synteny
ENSLOCP00000008479	phylogeny
ENSLOCP00000008479	macro-synteny
ENSCMIP00000045467	phylogeny
ENSCMIP00000045467	macro-synteny
ENSCAFP00845026837	phylogeny
ENSCAFP00845026837	macro-synteny
ENSP00000346112	phylogeny
ENSP00000346112	macro-synteny
ENSMUSP00000028549	phylogeny
ENSMUSP00000028549	macro-synteny
ENSMUSP00000124314	phylogeny
ENSMUSP00000124314	macro-synteny
ENSMODP00000045759	phylogeny
ENSMODP00000045759	macro-synteny
ENSACAP00000008836	phylogeny
ENSACAP00000008836	macro-synteny
ENSORLP00000027580	phylogeny
ENSORLP00000027580	macro-synteny
ENSTNIP00000002284	phylogeny
ENSTNIP00000002284	macro-synteny
ENSGACP00000024980	phylogeny
ENSGACP00000024980	macro-synteny
ENSDARP00000142356	phylogeny
ENSDARP00000142356	macro-synteny
ENSGALP00010009869	phylogeny
ENSGALP00010009869	macro-synteny
ENSMGAP00000033042	phylogeny
ENSMGAP00000033042	macro-synteny
ENSTGUP00000024869	phylogeny
ENSTGUP00000024869	macro-synteny
ENSACAP00000031436	phylogeny
ENSACAP00000031436	macro-synteny
ENSCAFP00845036966	phylogeny
ENSCAFP00845036966	macro-synteny
ENSP00000482242	phylogeny
ENSP00000482242	macro-synteny
ENSP00000264930	phylogeny
ENSP00000264930	macro-synteny
ENSMUSP00000017900	phylogeny
ENSMUSP00000017900	macro-synteny
ENSMODP00000043868	phylogeny
ENSMODP00000043868	macro-synteny
ENSTNIP00000011627	phylogeny
ENSTNIP00000011627	macro-synteny
ENSGACP00000001352	phylogeny
ENSGACP00000001352	macro-synteny
ENSDARP00000115749	phylogeny
ENSDARP00000115749	macro-synteny
ENSORLP00000039092	phylogeny
ENSORLP00000039092	macro-synteny
ENSGACP00000019126	phylogeny
ENSGACP00000019126	macro-synteny
ENSTNIP00000021065	phylogeny
ENSTNIP00000021065	macro-synteny
ENSDARP00000129565	phylogeny
ENSDARP00000129565	macro-synteny
ENSLOCP00000012981	phylogeny
ENSLOCP00000012981	macro-synteny
ENSCMIP00000048774	phylogeny
ENSCMIP00000048774	macro-synteny
ENSGALP00010018227	phylogeny
ENSGALP00010018227	macro-synteny
ENSMGAP00000008819	phylogeny
ENSMGAP00000008819	macro-synteny
ENSTGUP00000006128	phylogeny
ENSTGUP00000006128	macro-synteny
ENSACAP00000027434	phylogeny
ENSACAP00000027434	macro-synteny
ENSCAFP00845024768	phylogeny
ENSCAFP00845024768	macro-synteny
ENSMUSP00000144623	phylogeny
ENSMUSP00000144623	macro-synteny
ENSP00000243964	phylogeny
ENSP00000243964	macro-synteny
ENSMODP00000017332	phylogeny
ENSMODP00000017332	macro-synteny
ENSORLP00000026869	phylogeny
ENSORLP00000026869	macro-synteny
ENSGACP00000007254	phylogeny
ENSGACP00000007254	macro-synteny
ENSTNIP00000021440	phylogeny
ENSTNIP00000021440	macro-synteny
ENSDARP00000128585	phylogeny
ENSDARP00000128585	macro-synteny
ENSORLP00000013099	phylogeny
ENSORLP00000013099	macro-synteny
ENSGACP00000003682	phylogeny
ENSGACP00000003682	macro-synteny
ENSTNIP00000021066	phylogeny
ENSTNIP00000021066	macro-synteny
ENSDARP00000155095	phylogeny
ENSDARP00000155095	macro-synteny
ENSLOCP00000008282	phylogeny
ENSLOCP00000008282	macro-synteny
ENSCMIP00000033909	phylogeny
ENSCMIP00000033909	macro-synteny
ENSGALP00010021312	phylogeny
ENSGALP00010021312	macro-synteny
ENSMGAP00000013819	phylogeny
ENSMGAP00000013819	macro-synteny
ENSTGUP00000020158	phylogeny
ENSTGUP00000020158	macro-synteny
ENSACAP00000009450	phylogeny
ENSACAP00000009450	macro-synteny
ENSCAFP00845019384	phylogeny
ENSCAFP00845019384	macro-synteny
ENSP00000450883	phylogeny
ENSP00000450883	macro-synteny
ENSMUSP00000129654	phylogeny
ENSMUSP00000129654	macro-synteny
ENSMODP00000046628	phylogeny
ENSMODP00000046628	macro-synteny
ENSLOCP00000016260	phylogeny
ENSLOCP00000016260	macro-synteny
ENSORLP00000034983	phylogeny
ENSORLP00000034983	macro-synteny
ENSGACP00000012187	phylogeny
ENSGACP00000012187	macro-synteny
ENSTNIP00000015261	phylogeny
ENSTNIP00000015261	macro-synteny
ENSDARP00000061842	phylogeny
ENSDARP00000061842	macro-synteny
ENSCMIP00000039836	phylogeny
ENSCMIP00000039836	macro-synteny
ENSGALP00010023712	phylogeny
ENSGALP00010023712	macro-synteny
ENSMGAP00000028012	phylogeny
ENSMGAP00000028012	macro-synteny
ENSTGUP00000007173	phylogeny
ENSTGUP00000007173	macro-synteny
ENSCAFP00845016554	phylogeny
ENSCAFP00845016554	macro-synteny
ENSP00000483228	phylogeny
ENSP00000483228	macro-synteny
ENSMUSP00000020755	phylogeny
ENSMUSP00000020755	macro-synteny
ENSACAP00000003577	phylogeny
ENSACAP00000003577	macro-synteny
ENSMODP00000002359	phylogeny
ENSMODP00000002359	macro-synteny
ENSLOCP00000018922	phylogeny
ENSLOCP00000018922	macro-synteny
ENSORLP00000005488	phylogeny
ENSORLP00000005488	macro-synteny
ENSGACP00000014338	phylogeny
ENSGACP00000014338	macro-synteny
ENSTNIP00000010269	phylogeny
ENSTNIP00000010269	macro-synteny
ENSCMIP00000005829	phylogeny
ENSCMIP00000005829	macro-synteny
ENSGALP00010027649	phylogeny
ENSGALP00010027649	macro-synteny
ENSACAP00000011327	phylogeny
ENSACAP00000011327	macro-synteny
ENSMGAP00000013887	phylogeny
ENSMGAP00000013887	macro-synteny
ENSTGUP00000011172	phylogeny
ENSTGUP00000011172	macro-synteny
ENSCAFP00845018302	phylogeny
ENSCAFP00845018302	macro-synteny
ENSMUSP00000002292	phylogeny
ENSMUSP00000002292	macro-synteny
ENSP00000283632	phylogeny
ENSP00000283632	macro-synteny
ENSMODP00000028000	phylogeny
ENSMODP00000028000	macro-synteny
ENSLOCP00000013228	phylogeny
ENSLOCP00000013228	macro-synteny
ENSCMIP00000027200	phylogeny
ENSCMIP00000027200	macro-synteny
ENSCMIP00000046969	phylogeny
ENSCMIP00000046969	macro-synteny
ENSORLP00000045481	phylogeny
ENSORLP00000045481	macro-synteny
ENSTNIP00000011854	phylogeny
ENSTNIP00000011854	macro-synteny
ENSGACP00000024272	phylogeny
ENSGACP00000024272	macro-synteny
ENSDARP00000105253	phylogeny
ENSDARP00000105253	macro-synteny
ENSLOCP00000014938	phylogeny
ENSLOCP00000014938	macro-synteny
ENSCAFP00845013926	phylogeny
ENSCAFP00845013926	macro-synteny
ENSMUSP00000001081	phylogeny
ENSMUSP00000001081	macro-synteny
ENSP00000320623	phylogeny
ENSP00000320623	macro-synteny
ENSACAP00000006528	phylogeny
ENSACAP00000006528	macro-synteny
ENSGALP00010016952	phylogeny
ENSGALP00010016952	macro-synteny
ENSMGAP00000003699	phylogeny
ENSMGAP00000003699	macro-synteny
ENSTGUP00000014070	phylogeny
ENSTGUP00000014070	macro-synteny
ENSCAFP00845026714	phylogeny
ENSCAFP00845026714	macro-synteny
ENSP00000378356	phylogeny
ENSP00000378356	macro-synteny
ENSMUSP00000157839	phylogeny
ENSMUSP00000157839	macro-synteny
ENSMODP00000015281	phylogeny
ENSMODP00000015281	macro-synteny
ENSACAP00000006718	phylogeny
ENSACAP00000006718	macro-synteny
ENSORLP00000008470	phylogeny
ENSORLP00000008470	macro-synteny
ENSGACP00000027357	phylogeny
ENSGACP00000027357	macro-synteny
ENSTNIP00000012929	phylogeny
ENSTNIP00000012929	macro-synteny
ENSDARP00000065336	phylogeny
ENSDARP00000065336	macro-synteny
ENSLOCP00000011739	phylogeny
ENSLOCP00000011739	macro-synteny
ENSCMIP00000047330	phylogeny
ENSCMIP00000047330	macro-synteny
ENSGALP00010006317	phylogeny
ENSGALP00010006317	macro-synteny
ENSMGAP00000011464	phylogeny
ENSMGAP00000011464	macro-synteny
ENSTGUP00000011436	phylogeny
ENSTGUP00000011436	macro-synteny
ENSACAP00000017714	phylogeny
ENSACAP00000017714	macro-synteny
ENSORLP00000006732	phylogeny
ENSORLP00000006732	macro-synteny
ENSGACP00000002538	phylogeny
ENSGACP00000002538	macro-synteny
ENSTNIP00000011601	phylogeny
ENSTNIP00000011601	macro-synteny
ENSDARP00000011927	phylogeny
ENSDARP00000011927	macro-synteny
ENSLOCP00000006559	phylogeny
ENSLOCP00000006559	macro-synteny
ENSCMIP00000038632	phylogeny
ENSCMIP00000038632	macro-synteny
ENSCMIP00000045790	phylogeny
ENSCMIP00000045790	macro-synteny
ENSORLP00000025263	phylogeny
ENSORLP00000025263	macro-synteny
ENSGACP00000013571	phylogeny
ENSGACP00000013571	macro-synteny
ENSTNIP00000013283	phylogeny
ENSTNIP00000013283	macro-synteny
ENSDARP00000129397	phylogeny
ENSDARP00000129397	macro-synteny
ENSGALP00010028545	phylogeny
ENSGALP00010028545	macro-synteny
ENSMGAP00000001762	phylogeny
ENSMGAP00000001762	macro-synteny
ENSACAP00000010507	phylogeny
ENSACAP00000010507	macro-synteny
ENSMGAP00000018083	phylogeny
ENSMGAP00000018083	macro-synteny
ENSTGUP00000003040	phylogeny
ENSTGUP00000003040	macro-synteny
ENSCAFP00845023582	phylogeny
ENSCAFP00845023582	macro-synteny
ENSP00000367797	phylogeny
ENSP00000367797	macro-synteny
ENSMUSP00000030917	phylogeny
ENSMUSP00000030917	macro-synteny
ENSACAP00000020291	phylogeny
ENSACAP00000020291	macro-synteny
ENSMODP00000026148	phylogeny
ENSMODP00000026148	macro-synteny
ENSORLP00000033509	phylogeny
ENSORLP00000033509	macro-synteny
ENSTNIP00000007613	phylogeny
ENSTNIP00000007613	macro-synteny
ENSGACP00000017203	phylogeny
ENSGACP00000017203	macro-synteny
ENSTNIP00000001293	phylogeny
ENSTNIP00000001293	macro-synteny
ENSDARP00000091440	phylogeny
ENSDARP00000091440	macro-synteny
ENSDARP00000094325	phylogeny
ENSDARP00000094325	macro-synteny
ENSORLP00000004934	phylogeny
ENSORLP00000004934	macro-synteny
ENSGACP00000001583	phylogeny
ENSGACP00000001583	macro-synteny
ENSTNIP00000017814	phylogeny
ENSTNIP00000017814	macro-synteny
ENSLOCP00000006921	phylogeny
ENSLOCP00000006921	macro-synteny
ENSCMIP00000008822	phylogeny
ENSCMIP00000008822	macro-synteny
ENSGALP00010023306	phylogeny
ENSGALP00010023306	macro-synteny
ENSMGAP00000010582	phylogeny
ENSMGAP00000010582	macro-synteny
ENSTGUP00000011290	phylogeny
ENSTGUP00000011290	macro-synteny
ENSACAP00000015737	phylogeny
ENSACAP00000015737	macro-synteny
ENSCAFP00845031558	phylogeny
ENSCAFP00845031558	macro-synteny
ENSP00000259119	phylogeny
ENSP00000259119	macro-synteny
ENSMUSP00000029194	phylogeny
ENSMUSP00000029194	macro-synteny
ENSMODP00000035037	phylogeny
ENSMODP00000035037	macro-synteny
ENSORLP00000040428	phylogeny
ENSORLP00000040428	macro-synteny
ENSGACP00000022417	phylogeny
ENSGACP00000022417	macro-synteny
ENSTNIP00000017957	phylogeny
ENSTNIP00000017957	macro-synteny
ENSDARP00000056521	phylogeny
ENSDARP00000056521	macro-synteny
ENSDARP00000105507	phylogeny
ENSDARP00000105507	macro-synteny
ENSLOCP00000008742	phylogeny
ENSLOCP00000008742	macro-synteny
ENSCMIP00000022129	phylogeny
ENSCMIP00000022129	macro-synteny
ENSGALP00010032621	phylogeny
ENSGALP00010032621	macro-synteny
ENSMGAP00000033271	phylogeny
ENSMGAP00000033271	macro-synteny
ENSTGUP00000032626	phylogeny
ENSTGUP00000032626	macro-synteny
ENSACAP00000028818	phylogeny
ENSACAP00000028818	macro-synteny
ENSMODP00000041772	phylogeny
ENSMODP00000041772	macro-synteny
ENSCAFP00845037801	phylogeny
ENSCAFP00845037801	macro-synteny
ENSP00000505341	phylogeny
ENSP00000505341	macro-synteny
ENSMUSP00000063879	phylogeny
ENSMUSP00000063879	macro-synteny
ENSCMIP00000030435	phylogeny
ENSCMIP00000030435	macro-synteny
ENSORLP00000040150	phylogeny
ENSORLP00000040150	macro-synteny
ENSGACP00000017040	phylogeny
ENSGACP00000017040	macro-synteny
ENSTNIP00000019863	phylogeny
ENSTNIP00000019863	macro-synteny
ENSDARP00000115178	phylogeny
ENSDARP00000115178	macro-synteny
ENSLOCP00000003192	phylogeny
ENSLOCP00000003192	macro-synteny
ENSGALP00010043724	phylogeny
ENSGALP00010043724	macro-synteny
ENSMGAP00000001847	phylogeny
ENSMGAP00000001847	macro-synteny
ENSACAP00000008498	phylogeny
ENSACAP00000008498	macro-synteny
ENSCAFP00845001875	phylogeny
ENSCAFP00845001875	macro-synteny
ENSP00000344087	phylogeny
ENSP00000344087	macro-synteny
ENSMUSP00000159436	phylogeny
ENSMUSP00000159436	macro-synteny
ENSMODP00000008495	phylogeny
ENSMODP00000008495	macro-synteny
ENSLOCP00000004749	phylogeny
ENSLOCP00000004749	macro-synteny
ENSORLP00000044777	phylogeny
ENSORLP00000044777	macro-synteny
ENSTNIP00000007065	phylogeny
ENSTNIP00000007065	macro-synteny
ENSGACP00000026695	phylogeny
ENSGACP00000026695	macro-synteny
ENSDARP00000107382	phylogeny
ENSDARP00000107382	macro-synteny
ENSDARP00000152809	phylogeny
ENSDARP00000152809	macro-synteny
ENSDARP00000131220	phylogeny
ENSDARP00000131220	macro-synteny
ENSCMIP00000028989	phylogeny
ENSCMIP00000028989	macro-synteny
ENSGALP00010033595	phylogeny
ENSGALP00010033595	macro-synteny
ENSACAP00000015901	phylogeny
ENSACAP00000015901	macro-synteny
ENSMODP00000007301	phylogeny
ENSMODP00000007301	macro-synteny
ENSTGUP00000022969	phylogeny
ENSTGUP00000022969	macro-synteny
ENSMGAP00000005240	phylogeny
ENSMGAP00000005240	macro-synteny
ENSMODP00000029169	phylogeny
ENSMODP00000029169	macro-synteny
ENSCAFP00845022575	phylogeny
ENSCAFP00845022575	macro-synteny
ENSP00000359910	phylogeny
ENSP00000359910	macro-synteny
ENSCAFP00845013544	phylogeny
ENSCAFP00845013544	macro-synteny
ENSMUSP00000029082	phylogeny
ENSMUSP00000029082	macro-synteny
ENSLOCP00000004439	phylogeny
ENSLOCP00000004439	macro-synteny
ENSCMIP00000036179	phylogeny
ENSCMIP00000036179	macro-synteny
ENSCAFP00845017959	phylogeny
ENSCAFP00845017959	macro-synteny
ENSP00000409284	phylogeny
ENSP00000409284	macro-synteny
ENSMUSP00000042590	phylogeny
ENSMUSP00000042590	macro-synteny
ENSMODP00000026874	phylogeny
ENSMODP00000026874	macro-synteny
ENSORLP00000034829	phylogeny
ENSORLP00000034829	macro-synteny
ENSTNIP00000018277	phylogeny
ENSTNIP00000018277	macro-synteny
ENSLOCP00000007677	phylogeny
ENSLOCP00000007677	macro-synteny
ENSDARP00000006445	phylogeny
ENSDARP00000006445	macro-synteny
ENSCMIP00000007392	phylogeny
ENSCMIP00000007392	macro-synteny
ENSGACP00000017488	phylogeny
ENSGACP00000017488	macro-synteny
ENSGALP00010019579	phylogeny
ENSGALP00010019579	macro-synteny
ENSMGAP00000033742	phylogeny
ENSMGAP00000033742	macro-synteny
ENSMGAP00000017135	phylogeny
ENSMGAP00000017135	macro-synteny
ENSTGUP00000029603	phylogeny
ENSTGUP00000029603	macro-synteny
ENSACAP00000010925	phylogeny
ENSACAP00000010925	macro-synteny
ENSCAFP00845001776	phylogeny
ENSCAFP00845001776	macro-synteny
ENSMUSP00000022246	phylogeny
ENSMUSP00000022246	macro-synteny
ENSP00000264664	phylogeny
ENSP00000264664	macro-synteny
ENSMODP00000055759	phylogeny
ENSMODP00000055759	macro-synteny
ENSCMIP00000048693	phylogeny
ENSCMIP00000048693	macro-synteny
ENSORLP00000040733	phylogeny
ENSORLP00000040733	macro-synteny
ENSGACP00000005966	phylogeny
ENSGACP00000005966	macro-synteny
ENSTNIP00000019022	phylogeny
ENSTNIP00000019022	macro-synteny
ENSLOCP00000015130	phylogeny
ENSLOCP00000015130	macro-synteny
ENSTNIP00000011990	phylogeny
ENSTNIP00000011990	macro-synteny
ENSGACP00000022834	phylogeny
ENSGACP00000022834	macro-synteny
ENSORLP00000027361	phylogeny
ENSORLP00000027361	macro-synteny
ENSDARP00000048580	phylogeny
ENSDARP00000048580	macro-synteny
ENSDARP00000150877	phylogeny
ENSDARP00000150877	macro-synteny
ENSDARP00000140311	phylogeny
ENSDARP00000140311	macro-synteny
ENSDARP00000146654	phylogeny
ENSDARP00000146654	macro-synteny
ENSORLP00000030909	phylogeny
ENSORLP00000030909	macro-synteny
ENSTNIP00000013555	phylogeny
ENSTNIP00000013555	macro-synteny
ENSDARP00000103162	phylogeny
ENSDARP00000103162	macro-synteny
ENSDARP00000156116	phylogeny
ENSDARP00000156116	macro-synteny
ENSDARP00000152046	phylogeny
ENSDARP00000152046	macro-synteny
ENSLOCP00000006311	phylogeny
ENSLOCP00000006311	macro-synteny
ENSGALP00010040856	phylogeny
ENSGALP00010040856	macro-synteny
ENSTGUP00000000636	phylogeny
ENSTGUP00000000636	macro-synteny
ENSMGAP00000021596	phylogeny
ENSMGAP00000021596	macro-synteny
ENSCAFP00845020935	phylogeny
ENSCAFP00845020935	macro-synteny
ENSP00000215530	phylogeny
ENSP00000215530	macro-synteny
ENSMODP00000047413	phylogeny
ENSMODP00000047413	macro-synteny
ENSCMIP00000014234	phylogeny
ENSCMIP00000014234	macro-synteny
ENSGALP00010022382	phylogeny
ENSGALP00010022382	macro-synteny
ENSMGAP00000007342	phylogeny
ENSMGAP00000007342	macro-synteny
ENSTGUP00000019495	phylogeny
ENSTGUP00000019495	macro-synteny
ENSACAP00000015627	phylogeny
ENSACAP00000015627	macro-synteny
ENSP00000267843	phylogeny
ENSP00000267843	macro-synteny
ENSMUSP00000069681	phylogeny
ENSMUSP00000069681	macro-synteny
ENSMODP00000060027	phylogeny
ENSMODP00000060027	macro-synteny
ENSORLP00000002929	phylogeny
ENSORLP00000002929	macro-synteny
ENSGACP00000022187	phylogeny
ENSGACP00000022187	macro-synteny
ENSDARP00000122453	phylogeny
ENSDARP00000122453	macro-synteny
ENSTNIP00000012406	phylogeny
ENSTNIP00000012406	macro-synteny
ENSLOCP00000016214	phylogeny
ENSLOCP00000016214	macro-synteny
ENSCMIP00000048807	phylogeny
ENSCMIP00000048807	macro-synteny
ENSGALP00010019197	phylogeny
ENSGALP00010019197	macro-synteny
ENSMGAP00000011382	phylogeny
ENSMGAP00000011382	macro-synteny
ENSCAFP00845009209	phylogeny
ENSCAFP00845009209	macro-synteny
ENSMODP00000048580	phylogeny
ENSMODP00000048580	macro-synteny
ENSP00000403397	phylogeny
ENSP00000403397	macro-synteny
ENSMUSP00000043279	phylogeny
ENSMUSP00000043279	macro-synteny
ENSACAP00000006620	phylogeny
ENSACAP00000006620	macro-synteny
ENSTGUP00000007708	phylogeny
ENSTGUP00000007708	macro-synteny
ENSORLP00000015325	phylogeny
ENSORLP00000015325	macro-synteny
ENSGACP00000025730	phylogeny
ENSGACP00000025730	macro-synteny
ENSTNIP00000007797	phylogeny
ENSTNIP00000007797	macro-synteny
ENSDARP00000094148	phylogeny
ENSDARP00000094148	macro-synteny
ENSLOCP00000020078	phylogeny
ENSLOCP00000020078	macro-synteny
ENSCMIP00000025127	phylogeny
ENSCMIP00000025127	macro-synteny
ENSCMIP00000040808	phylogeny
ENSCMIP00000040808	macro-synteny
ENSGALP00010030044	phylogeny
ENSGALP00010030044	macro-synteny
ENSMGAP00000032449	phylogeny
ENSMGAP00000032449	macro-synteny
ENSTGUP00000018744	phylogeny
ENSTGUP00000018744	macro-synteny
ENSACAP00000021732	phylogeny
ENSACAP00000021732	macro-synteny
ENSCAFP00845025904	phylogeny
ENSCAFP00845025904	macro-synteny
ENSP00000400113	phylogeny
ENSP00000400113	macro-synteny
ENSMUSP00000112498	phylogeny
ENSMUSP00000112498	macro-synteny
ENSMODP00000049896	phylogeny
ENSMODP00000049896	macro-synteny
ENSORLP00000000941	phylogeny
ENSORLP00000000941	macro-synteny
ENSTNIP00000004556	phylogeny
ENSTNIP00000004556	macro-synteny
ENSGACP00000022555	phylogeny
ENSGACP00000022555	macro-synteny
ENSDARP00000142710	phylogeny
ENSDARP00000142710	macro-synteny
ENSLOCP00000005766	phylogeny
ENSLOCP00000005766	macro-synteny
ENSGALP00010019645	phylogeny
ENSGALP00010019645	macro-synteny
ENSMGAP00000028455	phylogeny
ENSMGAP00000028455	macro-synteny
ENSTGUP00000011166	phylogeny
ENSTGUP00000011166	macro-synteny
ENSACAP00000005755	phylogeny
ENSACAP00000005755	macro-synteny
ENSMODP00000050386	phylogeny
ENSMODP00000050386	macro-synteny
ENSCAFP00845035318	phylogeny
ENSCAFP00845035318	macro-synteny
ENSMODP00000014615	phylogeny
ENSMODP00000014615	macro-synteny
ENSMUSP00000110158	phylogeny
ENSMUSP00000110158	macro-synteny
ENSP00000317379	phylogeny
ENSP00000317379	macro-synteny
ENSORLP00000000181	phylogeny
ENSORLP00000000181	macro-synteny
ENSGACP00000020585	phylogeny
ENSGACP00000020585	macro-synteny
ENSTNIP00000020298	phylogeny
ENSTNIP00000020298	macro-synteny
ENSDARP00000123510	phylogeny
ENSDARP00000123510	macro-synteny
ENSGACP00000003491	phylogeny
ENSGACP00000003491	macro-synteny
ENSORLP00000027575	phylogeny
ENSORLP00000027575	macro-synteny
ENSTNIP00000018795	phylogeny
ENSTNIP00000018795	macro-synteny
ENSDARP00000016703	phylogeny
ENSDARP00000016703	macro-synteny
ENSLOCP00000012178	phylogeny
ENSLOCP00000012178	macro-synteny
ENSCMIP00000036436	phylogeny
ENSCMIP00000036436	macro-synteny
ENSCMIP00000024444	phylogeny
ENSCMIP00000024444	macro-synteny
ENSORLP00000030483	phylogeny
ENSORLP00000030483	macro-synteny
ENSTNIP00000015560	phylogeny
ENSTNIP00000015560	macro-synteny
ENSGACP00000004065	phylogeny
ENSGACP00000004065	macro-synteny
ENSDARP00000122270	phylogeny
ENSDARP00000122270	macro-synteny
ENSDARP00000155478	phylogeny
ENSDARP00000155478	macro-synteny
ENSGACP00000007718	phylogeny
ENSGACP00000007718	macro-synteny
ENSDARP00000115549	phylogeny
ENSDARP00000115549	macro-synteny
ENSLOCP00000005907	phylogeny
ENSLOCP00000005907	macro-synteny
ENSCAFP00845011518	phylogeny
ENSCAFP00845011518	macro-synteny
ENSP00000310447	phylogeny
ENSP00000310447	macro-synteny
ENSP00000497190	phylogeny
ENSP00000497190	macro-synteny
ENSMUSP00000047376	phylogeny
ENSMUSP00000047376	macro-synteny
ENSMODP00000026445	phylogeny
ENSMODP00000026445	macro-synteny
ENSACAP00000016339	phylogeny
ENSACAP00000016339	macro-synteny
ENSGALP00010009294	phylogeny
ENSGALP00010009294	macro-synteny
ENSP00000238647	phylogeny
ENSP00000238647	macro-synteny
ENSMUSP00000041070	phylogeny
ENSMUSP00000041070	macro-synteny
ENSDARP00000011663	phylogeny
ENSDARP00000011663	macro-synteny
ENSGACP00000005254	phylogeny
ENSGACP00000005254	macro-synteny
ENSCMIP00000002735	phylogeny
ENSCMIP00000002735	macro-synteny
ENSGALP00010013685	phylogeny
ENSGALP00010013685	macro-synteny
ENSTGUP00000010543	phylogeny
ENSTGUP00000010543	macro-synteny
ENSCAFP00845005027	phylogeny
ENSCAFP00845005027	macro-synteny
ENSP00000355568	phylogeny
ENSP00000355568	macro-synteny
ENSMUSP00000062753	phylogeny
ENSMUSP00000062753	macro-synteny
ENSMODP00000010539	phylogeny
ENSMODP00000010539	macro-synteny
ENSORLP00000001479	phylogeny
ENSORLP00000001479	macro-synteny
ENSGACP00000026048	phylogeny
ENSGACP00000026048	macro-synteny
ENSDARP00000138346	phylogeny
ENSDARP00000138346	macro-synteny
ENSTNIP00000005487	phylogeny
ENSTNIP00000005487	macro-synteny
ENSORLP00000036596	phylogeny
ENSORLP00000036596	macro-synteny
ENSDARP00000117801	phylogeny
ENSDARP00000117801	macro-synteny
ENSGACP00000005718	phylogeny
ENSGACP00000005718	macro-synteny
ENSTNIP00000019760	phylogeny
ENSTNIP00000019760	macro-synteny
ENSLOCP00000019585	phylogeny
ENSLOCP00000019585	macro-synteny
ENSCMIP00000025997	phylogeny
ENSCMIP00000025997	macro-synteny
ENSCAFP00845006518	phylogeny
ENSCAFP00845006518	macro-synteny
ENSP00000307265	phylogeny
ENSP00000307265	macro-synteny
ENSMUSP00000061234	phylogeny
ENSMUSP00000061234	macro-synteny
ENSMODP00000026904	phylogeny
ENSMODP00000026904	macro-synteny
ENSACAP00000007691	phylogeny
ENSACAP00000007691	macro-synteny
ENSDARP00000026919	phylogeny
ENSDARP00000026919	macro-synteny
ENSORLP00000033146	phylogeny
ENSORLP00000033146	macro-synteny
ENSGACP00000026638	phylogeny
ENSGACP00000026638	macro-synteny
ENSTNIP00000003714	phylogeny
ENSTNIP00000003714	macro-synteny
ENSGALP00010044539	phylogeny
ENSGALP00010044539	macro-synteny
ENSMGAP00000009787	phylogeny
ENSMGAP00000009787	macro-synteny
ENSACAP00000006419	phylogeny
ENSACAP00000006419	macro-synteny
ENSTGUP00000008899	phylogeny
ENSTGUP00000008899	macro-synteny
ENSMODP00000009105	phylogeny
ENSMODP00000009105	macro-synteny
ENSLOCP00000016401	phylogeny
ENSLOCP00000016401	macro-synteny
ENSTNIP00000006587	phylogeny
ENSTNIP00000006587	macro-synteny
ENSGACP00000009150	phylogeny
ENSGACP00000009150	macro-synteny
ENSORLP00000019097	phylogeny
ENSORLP00000019097	macro-synteny
ENSDARP00000122829	phylogeny
ENSDARP00000122829	macro-synteny
ENSDARP00000133720	phylogeny
ENSDARP00000133720	macro-synteny
ENSDARP00000146415	phylogeny
ENSDARP00000146415	macro-synteny
ENSDARP00000149623	phylogeny
ENSDARP00000149623	macro-synteny
ENSCAFP00845037253	phylogeny
ENSCAFP00845037253	macro-synteny
ENSP00000339007	phylogeny
ENSP00000339007	macro-synteny
ENSMUSP00000021090	phylogeny
ENSMUSP00000021090	macro-synteny
ENSCMIP00000043216	phylogeny
ENSCMIP00000043216	macro-synteny
ENSGALP00010025493	phylogeny
ENSGALP00010025493	macro-synteny
ENSMGAP00000034047	phylogeny
ENSMGAP00000034047	macro-synteny
ENSP00000437409	phylogeny
ENSP00000437409	macro-synteny
ENSCAFP00845026587	phylogeny
ENSCAFP00845026587	macro-synteny
ENSMUSP00000004959	phylogeny
ENSMUSP00000004959	macro-synteny
ENSP00000284154	phylogeny
ENSP00000284154	macro-synteny
ENSMODP00000043745	phylogeny
ENSMODP00000043745	macro-synteny
ENSACAP00000008402	phylogeny
ENSACAP00000008402	macro-synteny
ENSORLP00000015727	phylogeny
ENSORLP00000015727	macro-synteny
ENSGACP00000016791	phylogeny
ENSGACP00000016791	macro-synteny
ENSTNIP00000014555	phylogeny
ENSTNIP00000014555	macro-synteny
ENSDARP00000055170	phylogeny
ENSDARP00000055170	macro-synteny
ENSDARP00000122058	phylogeny
ENSDARP00000122058	macro-synteny
ENSLOCP00000007057	phylogeny
ENSLOCP00000007057	macro-synteny
ENSCMIP00000017651	phylogeny
ENSCMIP00000017651	macro-synteny
ENSGALP00010018526	phylogeny
ENSGALP00010018526	macro-synteny
ENSMGAP00000012996	phylogeny
ENSMGAP00000012996	macro-synteny
ENSTGUP00000036174	phylogeny
ENSTGUP00000036174	macro-synteny
ENSACAP00000007282	phylogeny
ENSACAP00000007282	macro-synteny
ENSCAFP00845029085	phylogeny
ENSCAFP00845029085	macro-synteny
ENSP00000339186	phylogeny
ENSP00000339186	macro-synteny
ENSMUSP00000046532	phylogeny
ENSMUSP00000046532	macro-synteny
ENSMODP00000011212	phylogeny
ENSMODP00000011212	macro-synteny
ENSLOCP00000013945	phylogeny
ENSLOCP00000013945	macro-synteny
